id;name;latin;category;section;price;currency;availability;status;url;image;image_2;image_3;period;age;location;size;description
R-0304;Метеорит Челябинск;Chelyabinsk LL5;Метеориты;Космос;756000;RUB;in stock;В наличии;https://relictum.gallery/objects/0304-chelyabinsk-2.html;https://relictum.gallery/shared/img/ph_chelyabinsk2.jpg;https://relictum.gallery/shared/img/int_ph_chelyabinsk2.jpg;https://relictum.gallery/shared/img/g_chelyabinsk_2_260921110614.jpg;До зарождения жизни;≈ 4,5 млрд лет;Челябинская область, Россия;75 × 40 × 45 мм, вес 189 г;Челябинское тело было около двадцати метров в поперечнике — обломок каменного астероида, чьё вещество не менялось с начала Солнечной системы. Утром 15 февраля 2013 года над Челябинском вспыхнул самый яркий болид века: тело около двадцати метров диаметром взорвалось на тридцатикилометровой высоте, и осколки дождём рассыпались по снежным полям области. Челябинск — обыкновенный хондрит типа LL5. У этого индивидуала форма щита: так атмосфера обтачивает камень, летящий стабильно одной стороной вперёд. Маленький скол на кромке открывает светлую внутреннюю матрицу.
R-0291;Лапа пситтакозавра;Psittacosaurus sp.;Динозавры;Жизнь;600000;RUB;in stock;В наличии;https://relictum.gallery/objects/0291-psittacosaurus-foot.html;https://relictum.gallery/shared/img/ph_psit_paw.jpg;https://relictum.gallery/shared/img/int_ph_psit_paw.jpg;https://relictum.gallery/shared/img/g_psittacosaurus_foot_260921110556.jpg;Меловой период;≈ 125 млн лет;Провинция Ляонин, Китай;18,5 × 23 см, толщина 7,3 см;"Psittacosaurus — небольшой ранний цератопс около двух метров длиной. Четыре пальца задней лапы заканчивались плоскими когтями: ими зверь цеплялся за грунт при быстром двуногом шаге. Среди растительноядных динозавров раннего мела Ляонина род Psittacosaurus был одним из самых многочисленных. Высокий короткий череп с клювовидной передней частью челюстей дал роду имя: профиль действительно напоминает попугая. Пситтакозавры входят в группу цератопсов и приходятся предками трицератопсам; из «рогатого» у них пока лишь костные выросты на скулах — большие рога и воротник появятся у потомков."
R-0253;Лапа пещерного медведя;Ursus spelaeus;Мамонтовая фауна;Жизнь;250000;RUB;in stock;В наличии;https://relictum.gallery/objects/0253-cavebear-paw-front.html;https://relictum.gallery/shared/img/ph_cavebear_paw_front.jpg;https://relictum.gallery/shared/img/int_ph_cavebear_paw_front.jpg;https://relictum.gallery/shared/img/ph_cavebear_paw_front.jpg;Плейстоцен;≈ 10–12 тыс. лет;Башкортостан, Россия;"25,5 × 19,5 × 9,5 см; вес 600 г";Лапа пещерного медведя из Башкирии, животного, жившего здесь около 10–12 тысяч лет назад. Ursus spelaeus заметно превосходил размерами современных бурых медведей и был одним из крупнейших хищников позднего плейстоцена Евразии. Сохранность костей высокая: фаланги, плюсна, запястье — все элементы лапы на своих местах. Кости собраны на металлическом каркасе, который не видно при взгляде спереди, поэтому хорошо читается сама анатомия конечности и пропорции животного.
R-0299;Аммонит в породе;Ammonitida;Аммониты;Жизнь;170000;RUB;in stock;В наличии;https://relictum.gallery/objects/0299-jurassic-ammonite-block.html;https://relictum.gallery/shared/img/ph_ammo_jurassic_block.jpg;https://relictum.gallery/shared/img/int_ph_ammo_jurassic_block.jpg;https://relictum.gallery/shared/img/g_jurassic_ammonite_block_260921110628.jpg;Юрский период;≈ 174 млн лет;По запросу;;Аммонит строил раковину камера за камерой и жил только в последней. Пустые камеры позади, наполненные газом, держали его в толще воды: моллюск управлял плавучестью, как подводная лодка балластом. Этот экземпляр не выбит из породы до конца — и это решение, а не недоделка. Известняк остаётся частью предмета: он показывает, в чём раковина пролежала сто семьдесят четыре миллиона лет.
R-0292;Скелет кейхозавра;Keichousaurus hui;Морские рептилии;Жизнь;1500000;RUB;in stock;В наличии;https://relictum.gallery/objects/0292-keichousaurus-slab.html;https://relictum.gallery/shared/img/ph_keicho_pink.jpg;https://relictum.gallery/shared/img/int_ph_keicho_pink.jpg;https://relictum.gallery/shared/img/g_keichousaurus_slab_260921110557.jpg;Триасовый период;≈ 245 млн лет;Гуйчжоу, Китай;27,5 × 35,4 см, толщина 13 мм;Кейхозавр — небольшая морская рептилия триасового периода, около тридцати сантиметров. Длинная шея, конечности-вёсла, длинный хвост: он не выходил на сушу и всю жизнь провёл в тёплом мелководном море. Скелеты кейхозавров находят в морских известняках провинции Гуйчжоу на юге Китая — по её старому написанию, Kweichow, род и получил имя. Известняк, в котором лежат эти скелеты, копился на дне спокойного моря слой за слоем. Осадок ложился быстро и мягко, поэтому кости не разошлись — сохранилось сочленение, редкое для морских находок.
R-0267;Коллекция бабочек;Papilionidae · Nymphalidae;Бабочки;Жизнь;200000;RUB;in stock;В наличии;https://relictum.gallery/objects/0267-butterflies-amber.html;https://relictum.gallery/shared/img/ph_butterflies_amber.jpg;https://relictum.gallery/shared/img/int_ph_butterflies_amber.jpg;https://relictum.gallery/shared/img/g_butterflies_amber_260921110630.jpg;;;;40 × 6 × 50 см (Д × Ш × В);"Четырнадцать бабочек тёплой гаммы: тигровые полосы, янтарь и охра рядом с чёрным бархатом крыльев парусников. Каждый экземпляр подписан этикеткой вида. Рама собрана как единая композиция: три колонки по пять экземпляров, ритм цвета выстроен по диагоналям. В составе: Papilio bachus (Перу), Papilio lowi (Филиппины), Papilio zagreus (Перу), Papilio hermeli (Филиппины), Papilio deiphobus (Индонезия), Papilio stockleyi (Таиланд; по признакам — комплекс павлиньих парусников Papilio bianor, имя на этикетке, вероятно, подвидовое), Papilio demodocus (Конго), Papilio karna (Индонезия), Papilio lycophron (Перу), Hypolimnas pandarus, самка (Индонезия), Papilio lormieri (ЦАР), Hypolimnas pandarus, самец (Индонезия), Anaea archidona (Перу), Historis odius (Перу). Названия — по этикеткам изготовителя; уточнения владельца будут внесены."
R-0209;Панцирная рыба Bothriolepis;Bothriolepis sp.;Ископаемые рыбы;Жизнь;4500000;RUB;in stock;В наличии;https://relictum.gallery/objects/0209-bothriolepis-sp.html;https://relictum.gallery/shared/img/ph_bothriolepis.jpg;https://relictum.gallery/shared/img/int_ph_bothrio.jpg;https://relictum.gallery/shared/img/g_bothrio_2.jpg;Девонский период;≈ 350 млн лет;Ленинградская область, Россия;50 см;В водах девонского периода жили формы, которые больше не повторились никогда. Одна из них — Bothriolepis, панцирная рыба с телом, закованным в костяные пластины. Голова и передняя часть туловища у ботриолеписов защищены сплошным костяным коробом — одна из самых ранних попыток жизни носить броню. Объёмный экземпляр длиной около пятидесяти сантиметров происходит из девонских отложений: костяной панцирь головы и груди, членистые грудные плавники, гибкий хвостовой отдел. Триста пятьдесят миллионов лет — это впятеро древнее первых динозавров. Экземпляр читается и как документ раннего этапа эволюции позвоночных, и как скульптурная форма.
R-0201;Зуб мегалодона;Otodus megalodon;Мегалодон;Жизнь;800000;RUB;in stock;В наличии;https://relictum.gallery/objects/megalodon-tooth.html;https://relictum.gallery/shared/img/ph_megalodon.jpg;https://relictum.gallery/shared/img/int_ph_megalodon.jpg;https://relictum.gallery/shared/img/g_megalodon_1.jpg;Неогеновый период;≈ 23 млн лет;Индонезия;Высота 14,5 см;"В тёплом, богатом жизнью океане миоцена, где киты только начинали осваивать холодные широты, верх пищевой цепи занимал Otodus megalodon — крупнейшая акула за всю историю океана, весившая больше тридцати тонн и способная взять любую крупную добычу. Скелет акулы хрящевой и почти не сохраняется в породе, поэтому от мегалодона до нас дошли главным образом зубы. Терял он их постоянно: на месте выпавшего за несколько недель вырастал новый. Этот экземпляр поднят дайверами с глубины у берегов Индонезии. Высота коронки — четырнадцать с половиной сантиметров; эмаль сохранилась целиком, зазубренная режущая кромка не сточена и не подправлена. Для зуба такой величины подобное сочетание встречается редко: крупные экземпляры почти всегда несут следы износа или реставрации."
R-0217;Гигантский трилобит;Dikelokephalina brenchleyi;Трилобиты;Жизнь;950000;RUB;in stock;В наличии;https://relictum.gallery/objects/0217-dikelokephalina.html;https://relictum.gallery/shared/img/ph_trilobite_giant.jpg;https://relictum.gallery/shared/img/int_ph_trilobite_giant.jpg;https://relictum.gallery/shared/img/g_trilobite_2.jpg;Ордовикский период;≈ 480–472 млн лет;Загора, Марокко, формация Fezouata;Плита 52,5 × 36,5 см, тело 33,5 × 27 см;"В начале ордовикского периода, почти полмиллиарда лет назад, дно морей древней Гондваны уже плотно заселяли членистоногие — до первых рыб оставались десятки миллионов лет. Среди крупнейших — трилобиты рода Dikelokephalina. Сланцы Fezouata под марокканской Загорой известны исключительной сохранностью ордовикской фауны. Здесь встречаются трилобиты редкой для группы величины — заметно крупнее привычных находок. Тело этого экземпляра — 33,5 × 27 сантиметра на плите 52,5 × 36,5. Сегменты проработаны глубоким рельефом и контрастируют с тёмной породой; края плиты оставлены необработанными. Размер и сохранность выводят экземпляр за рамки рядовой находки из Fezouata. Он одинаково хорошо стоит и в научном ряду, и на стене — как графика древнейшего океана."
R-0305;Метеорит Челябинск;Chelyabinsk LL5;Метеориты;Космос;168000;RUB;in stock;В наличии;https://relictum.gallery/objects/0305-chelyabinsk-3.html;https://relictum.gallery/shared/img/ph_chelyabinsk3.jpg;https://relictum.gallery/shared/img/int_ph_chelyabinsk3.jpg;https://relictum.gallery/shared/img/g_chelyabinsk_3_260921110614.jpg;До зарождения жизни;≈ 4,5 млрд лет;Челябинская область, Россия;43 × 38 × 24 мм, вес 42 г;"Порода этого осколка сложилась в астероиде до того, как появились планеты, и пролежала так четыре с половиной миллиарда лет. Утром 15 февраля 2013 года над Челябинском вспыхнул самый яркий болид века. Взрыв на тридцатикилометровой высоте разорвал тело на тысячи осколков; часть из них раскололась при ударе о мёрзлую землю. Этот индивидуал — из таких: чёрная кора плавления сорвана с одного бока, и в разломе открыта светлая матрица хондрита LL5 с вкраплениями никелистого железа. Видно сразу обе природы камня: обожжённую атмосферой поверхность и первичное вещество Солнечной системы."
R-0297;Зуб спинозавра в раме;Spinosaurus aegyptiacus;Динозавры;Жизнь;150000;RUB;in stock;В наличии;https://relictum.gallery/objects/0297-spinosaurus-tooth.html;https://relictum.gallery/shared/img/ph_tooth_spinosaurus.jpg;https://relictum.gallery/shared/img/int_ph_tooth_spinosaurus.jpg;https://relictum.gallery/shared/img/g_spinosaurus_tooth_260921110551.jpg;Меловой период;≈ 112–93 млн лет;Марокко;Рама 34 × 5 × 44 см;"Спинозавр — крупнейший из известных хищных динозавров: до пятнадцати метров длины и около семи тонн, крупнее тираннозавра. Единственный из гигантов, он жил у воды — на морских побережьях, в речных дельтах и болотах; узкая вытянутая морда и прямые гладкие зубы приспособлены удерживать рыбу, а не резать мясо. Его зубы не похожи на зубы прочих теропод: не сплющены и не зазубрены, а вытянуты в прямой конус с тонкими рёбрами — такими удобно удерживать скользкую добычу. Эти зубы находят в меловых отложениях Северной Африки, где сто миллионов лет назад текли реки и стояли мангровые заросли."
R-0275;Череп пещерного медведя;Ursus spelaeus;Мамонтовая фауна;Монументы;2900000;RUB;in stock;В наличии;https://relictum.gallery/objects/0275-cave-bear-skull.html;https://relictum.gallery/shared/img/ph_cavebear_skull.jpg;https://relictum.gallery/shared/img/int_ph_cavebear_skull.jpg;https://relictum.gallery/shared/img/g_cave_bear_skull_260921110601.jpg;Плейстоцен;≈ 60 000 лет;Якутия, Россия;40 × 30 × 28 см;Пещерный медведь Ursus spelaeus был крупнее нынешнего бурого и жил в Евразии всю последнюю ледниковую эпоху. Этот череп пролежал в вечной мерзлоте Якутии на глубине около семидесяти метров — условия, в которых кость почти не меняется, и потому сохранность здесь редкая даже для музейного материала. Сохранены клыки и весь зубной ряд, а по верху черепной коробки идёт высокий костный гребень — к нему крепились жевательные мышцы. Именно они давали челюстям силу, с которой медведь дробил кость. Череп идёт вместе с шейными позвонками: видно, как голова сидела на шее.
R-0300;Аммонит Speetoniceras;Speetoniceras versicolor;Аммониты;Жизнь;600000;RUB;in stock;В наличии;https://relictum.gallery/objects/0300-speetoniceras-bronze.html;https://relictum.gallery/shared/img/ph_ammo_speet_bronze.jpg;https://relictum.gallery/shared/img/int_ph_ammo_speet_bronze.jpg;https://relictum.gallery/shared/img/g_speetoniceras_bronze_260921110626.jpg;Меловой период;≈ 133–130 млн лет;Поволжье, Россия;37 × 45 см, толщина 9,5 см;"Крупные раковины рода Speetoniceras — одна из ярких особенностей палеонтологических находок Поволжья. Миллионы лет назад здесь простиралось мелководное Волжское море, связанное с древним океаном Тетис; его воды населяли головоногие моллюски, служившие добычей плезиозаврам и хищным рыбам. Сегодня в меловых отложениях по берегам Волги находят их спирально закрученные раковины характерного бронзового оттенка. Speetoniceras versicolor выделяется пропорциями: толщина раковины постепенно увеличивается от центра к наружной жилой камере."
R-0296;Зуб мозазавра в раме;Mosasauridae;Морские рептилии;Жизнь;150000;RUB;in stock;В наличии;https://relictum.gallery/objects/0296-mosasaur-tooth.html;https://relictum.gallery/shared/img/ph_tooth_mosasaur.jpg;https://relictum.gallery/shared/img/int_ph_tooth_mosasaur.jpg;https://relictum.gallery/shared/img/g_mosasaur_tooth_260921110550.jpg;Меловой период;≈ 135–65 млн лет;По запросу;Рама 34 × 5 × 44 см;"Мозазавры — морские ящеры мела, родня варанам, полностью перешедшая в воду: конечности стали ластами, тело вытянулось, появились теплокровность и живорождение — связь с сушей оборвалась навсегда. Конический зуб с острыми рёбрами от вершины к основанию — инструмент, которым мозазавр дробил панцири морских черепах и брал акул. Зубы, как у акул, менялись всю жизнь; на этом видны следы прижизненной работы. Они господствовали в морях последние двадцать миллионов лет мела и исчезли вместе с динозаврами."
R-0269;Коллекция бабочек;Nymphalidae · Papilionidae · Pieridae;Бабочки;Жизнь;200000;RUB;in stock;В наличии;https://relictum.gallery/objects/0269-butterflies-warm.html;https://relictum.gallery/shared/img/ph_butterflies_warm.jpg;https://relictum.gallery/shared/img/int_ph_butterflies_warm.jpg;https://relictum.gallery/shared/img/g_butterflies_warm_260921110631.jpg;;;;40 × 6 × 50 см (Д × Ш × В);"Четырнадцать бабочек через всю палитру: лимонная желтизна, огненные крылья, ультрамарин и перламутр. Каждый экземпляр подписан этикеткой вида. В составе: Napeocles jucunda (Перу), Zeuxidia aurelius (Таиланд), Zeuxidia amethystus (Индонезия), Phoebis philea (Перу), Papilio gambrisius (Индонезия), Anteos menippe (Перу), Cethosia cydippe (Индонезия), Childrena childreni (Вьетнам), Baeotus baeotus (Перу), Papilio rumanzovia, самка (Филиппины), Prepona chromus (Перу), Siproeta epaphus (Перу), Papilio euchenor (Индонезия), Vindula dejone (Индонезия). Названия — по этикеткам изготовителя; уточнения владельца будут внесены."
R-0219;Череп Dunkleosteus;Dunkleosteus terrelli;Ископаемые рыбы;Жизнь;16000000;RUB;preorder;Под заказ;https://relictum.gallery/objects/0219-dunkleosteus.html;https://relictum.gallery/shared/img/ph_dunkleosteus.jpg;https://relictum.gallery/shared/img/int_ph_dunkleosteus.jpg;https://relictum.gallery/shared/img/g_dunkleo_2.jpg;Девонский период;≈ 360 млн лет;Реконструкция по научным данным;;Около 360 миллионов лет назад в морях позднего девона появился один из первых суперхищников среди позвоночных — панцирная рыба Dunkleosteus terrelli. Вместо зубов у неё острые режущие костные кромки, а голову и переднюю часть тела закрывают массивные костные пластины. Она жила почти за сто миллионов лет до первых динозавров. Представленный экспонат — реконструкция черепа и головного щита, выполненная по научным данным, а не подлинная ископаемая кость. Она передаёт архитектуру головы в полном объёме. Реконструкция показывает то, что в подлинных находках обычно разрознено и деформировано.
R-0295;Зуб акулы Otodus obliquus в раме;Otodus obliquus;Мегалодон;Жизнь;150000;RUB;in stock;В наличии;https://relictum.gallery/objects/0295-otodus-tooth.html;https://relictum.gallery/shared/img/ph_tooth_otodus.jpg;https://relictum.gallery/shared/img/int_ph_tooth_otodus.jpg;https://relictum.gallery/shared/img/g_otodus_tooth_260921110550.jpg;Палеогеновый период;≈ 54 млн лет;По запросу;Рама 34 × 5 × 44 см;Otodus obliquus — крупная акула палеогенового периода, около шести метров длиной, из той линии, что позже дала мегалодона. Боковые зубчики у основания коронки — её отличительный признак: у поздних потомков они исчезнут. Этот зуб датируется примерно пятьюдесятью четырьмя миллионами лет — временем, когда после ухода морских ящеров акулы заняли вершину океанской пищевой цепи. Акулья челюсть теряет и отращивает зубы всю жизнь, поэтому зубы — самое частое, что от акул остаётся. Эмаль почти не разрушается: она доходит до нас такой, какой была.
R-0301;Плита с трилобитами;Xenasaphus devexus;Трилобиты;Жизнь;1000000;RUB;in stock;В наличии;https://relictum.gallery/objects/0301-trilobite-plate.html;https://relictum.gallery/shared/img/ph_trilo_plate.jpg;https://relictum.gallery/shared/img/int_ph_trilo_plate.jpg;https://relictum.gallery/shared/img/g_trilobite_plate_260921110552.jpg;Ордовикский период;≈ 460 млн лет;По запросу;;Живые Xenasaphus devexus на илистом дне тёплого мелководного моря: сегментированный панцирь, головной щит с глазами, хвостовой щит. Они ползали и рылись в осадке, а при опасности сворачивались в шар. Xenasaphus devexus — трилобит семейства асафид из ордовикских морей на месте нынешней Ленинградской области. Трилобиты держались поодиночке: даже там, где они составляли заметную часть донной жизни, животные избегали соседей. Поэтому плита, на которой лежат сразу несколько десятков особей, — большая редкость, и в здешних отложениях такие скопления известны только у этого вида. Зачем трилобиты сходились вместе, наука спорит до сих пор: одни видят в этом линьку, другие — размножение. Ясно одно — группу накрыло осадком в один момент, и плита сохранила кусок морского дна таким, каким он был в тот день около 460 миллионов лет назад.
R-0612;Скелет дирозавра;Dyrosaurus sp.;Крокодилиформы;Монументы;35000000;RUB;preorder;Под заказ;https://relictum.gallery/objects/0612-dyrosaurus.html;https://relictum.gallery/shared/img/ph_dyrosaurus.jpg;https://relictum.gallery/shared/img/int_ph_dyrosaurus.jpg;;Палеогеновый период;≈ 65 млн лет;Бассейн Улед-Абдун, Хурибга, Марокко;Около 5–6 м;"Около 65 миллионов лет назад море отступало от Северной Африки, оставляя мелководья и устья рек. В них держались дирозавриды — длиннорылые крокодилиформы, пережившие вымирание, которое унесло нептичьих динозавров. Дирозавр не был прямым предком современных крокодилов: это отдельная ветвь архозавров, приспособленная к жизни в солёной воде. Длинное узкое рыло с рядами конических зубов — снасть для быстрой рыбы; такая форма возникала в группе не раз. Экземпляр происходит из фосфоритового бассейна Улед-Абдун близ Хурибги — местонахождения, давшего науке большую часть известных дирозавров. Длина около пяти-шести метров."
R-0252;Аметист;Quartz var. amethyst;Жеоды;Земля;2000000;RUB;in stock;В наличии;https://relictum.gallery/objects/0252-amethyst-geode123.html;https://relictum.gallery/shared/img/ph_amethyst_geode123.jpg;https://relictum.gallery/shared/img/int_ph_amethyst_geode123.jpg;https://relictum.gallery/shared/img/g_amethyst_geode123_1.jpg;Меловой период;≈ 130 млн лет;Минас-Жерайс, Бразилия;Около 123 × 23 × 22 см, вес 66 кг;Жеода аметиста с несколькими сотнями кристаллов образует внутри полости плотный лес из граней: от более тёмных фиолетовых в глубине до светлых по краям. Образец добыт в штате Минас-Жерайс в Бразилии — регионе, где в толще пород мелового периода широко развиты кварцевые жилы и полости, в которых аметист кристаллизуется слоями на стенках трещин.
R-0245;Ракоскорпион;Balteurypterus tetragonophtalmus;Ракоскорпионы;Жизнь;1200000;RUB;in stock;В наличии;https://relictum.gallery/objects/0245-eurypterid.html;https://relictum.gallery/shared/img/ph_eurypterid.jpg;https://relictum.gallery/shared/img/int_ph_eurypterid.jpg;https://relictum.gallery/shared/img/g_eurypterid_1.jpg;Силурийский период;≈ 430–420 млн лет;Хмельницкая область, река Смотрич, Украина;Плита около 33 × 28,5 × 4,5 см, вес 3,25 кг;Ракоскорпионы — вымершие морские членистоногие, которых считают первыми в своей ветви, освоившими и воду, и сушу. Всё сухопутное членистоногое разнообразие, вплоть до насекомых, — их дальняя родня. Balteurypterus tetragonophtalmus лежит на известняковой плите из силурийских отложений реки Смотрич — классического местонахождения украинских эвриптерид. Образцы с этого местонахождения сегодня фактически недоступны для российского рынка — существующие экземпляры не только научно ценны, но и крайне редки в продаже.
R-0251;Медузоиды Nemiana;Nemiana simplex;Эдиакарская фауна;Жизнь;1000000;RUB;in stock;В наличии;https://relictum.gallery/objects/0251-nemiana.html;https://relictum.gallery/shared/img/ph_nemiana.jpg;https://relictum.gallery/shared/img/int_ph_nemiana.jpg;https://relictum.gallery/shared/img/g_nemiana_1.jpg;Эдиакарский период;≈ 540 млн лет;Могилёв-Подольский район, река Днестр, Украина;Плита около 32 × 20,5 × 3 см, вес 2,57 кг;Крупная плита с более чем пятьюдесятью отчётливыми отпечатками Nemiana simplex — древнейших многоклеточных организмов эпохи, предшествовавшей кембрийскому взрыву. Возраст окаменелостей — более полумиллиарда лет. Организмы были мягкотелыми, поэтому в окаменелом виде сохранялись исключительно редко: для такой фоссилизации нужны исключительные условия. Образцы с этого местонахождения сегодня фактически недоступны для российского рынка — существующие экземпляры не только научно ценны, но и крайне редки в продаже.
R-0226;Череп динокрокуты;Dinocrocuta gigantea;Гиены;Жизнь;5500000;RUB;preorder;Под заказ;https://relictum.gallery/objects/0226-hyena-skull.html;https://relictum.gallery/shared/img/ph_hyena_skull.jpg;https://relictum.gallery/shared/img/int_ph_hyena.jpg;https://relictum.gallery/shared/img/g_hyena_1.jpg;Неогеновый период;23–5,3 млн лет;Азия;;На открытых ландшафтах миоценовых Азии и Африки среди хищников выделяется Dinocrocuta gigantea — зверь, внешне похожий на гиену, но не бывший её прямым предком. Короткая высокая морда, тяжёлые скуловые дуги и зубы толщиной в палец давали ей самые мощные челюсти эпохи. Обычной добычей были звери размером с антилопу или лошадь, но известны и черепа носорогов со следами её зубов: динокрокута дробила кости, до которых другие хищники не добирались. Череп этой особи крупнее черепа пещерного медведя. Он сохранил породное основание, на котором был найден. Черепа динокрокуты редки в любых собраниях, включая музейные. Экспонат читается и как свидетельство о вымершей ветви хищников, и как экспонат с очень сильным силуэтом.
R-0306;Лапа пещерного медведя;Ursus spelaeus;Мамонтовая фауна;Жизнь;250000;RUB;in stock;В наличии;https://relictum.gallery/objects/0306-cavebear-paw-hind.html;https://relictum.gallery/shared/img/ph_cavebear_paw_hind.jpg;https://relictum.gallery/shared/img/int_ph_cavebear_paw_hind.jpg;https://relictum.gallery/shared/img/ph_cavebear_paw_hind.jpg;Плейстоцен;≈ 10–12 тыс. лет;Башкортостан, Россия;"34,5 × 17,7 × 7,4 см; вес 632 г";Лапа пещерного медведя, жившего в Башкирии около 10–12 тысяч лет назад. Этот вид значительно превосходил размером современных медведей. Кости сохранились в полном составе: плюсна, пальцы, фаланги с мощными ложами под когти. По массивности и пропорциям хорошо читается, насколько тяжёлым и приземистым был зверь.
R-0307;Куб из метеорита Алетай;Aletai Iron;Метеориты;Космос;450000;RUB;in stock;В наличии;https://relictum.gallery/objects/0307-aletai-cube-2.html;https://relictum.gallery/shared/img/ph_met_aletai_cube2.jpg;https://relictum.gallery/shared/img/int_ph_met_aletai_cube2.jpg;https://relictum.gallery/shared/img/ph_met_aletai_cube2.jpg;До зарождения жизни;≈ 4,5 млрд лет;Алтайские горы, Китай;Вес 1 200 г;Рисунок на гранях второго куба другой: направление кристаллов зависит от того, как лёг рез. Металл при этом один — из сердцевины одного разрушенного тела. Алетай — железный метеорит, один из крупнейших известных на Земле. Его фрагменты найдены в китайской части Алтайских гор и разбросаны на территории протяжённостью более четырёхсот километров: это крупнейшее известное метеоритное поле рассеяния. Общий вес собранного материала превышает семьдесят четыре тонны. При полировке в металле проявляется узор Видманштеттена — рисунок из кристаллов никелистого железа. Он формируется только при чрезвычайно медленном остывании, на градус за миллион лет, в недрах космического тела. Повторить его на Земле невозможно.
R-0308;Метеорит Каинсаз;Kainsaz CO3;Метеориты;Космос;1760000;RUB;in stock;В наличии;https://relictum.gallery/objects/0308-kainsaz-2.html;https://relictum.gallery/shared/img/ph_met_kainsaz_b.jpg;https://relictum.gallery/shared/img/int_ph_met_kainsaz_b.jpg;https://relictum.gallery/shared/img/ph_met_kainsaz_b.jpg;До зарождения жизни;≈ 4,59 млрд лет;Татарстан, Россия;Вес 423 г;Углистый хондрит собрался из холодной пыли и льда, минуя расплав, — поэтому в нём уцелели органические соединения ранней Солнечной системы. Меньший из двух камней показывает ту же нетронутую материю. Углистые хондриты — одни из самых древних и химически примитивных метеоритов Солнечной системы. Они сохранили органические соединения, включая аминокислоты: вещество, из которого позже сложился химический «бульон» ранней Земли. Каинсаз сформировался около 4,59 миллиарда лет назад — примерно на пятьдесят миллионов лет раньше Земли. Это почти неизменённый фрагмент материи, из которой собиралась наша планетная система.
R-0309;Метеорит Озерки;Ozerki L6;Метеориты;Космос;423000;RUB;in stock;В наличии;https://relictum.gallery/objects/0309-ozerki-2.html;https://relictum.gallery/shared/img/ph_met_ozerki_b.jpg;https://relictum.gallery/shared/img/int_ph_met_ozerki_b.jpg;https://relictum.gallery/shared/img/ph_met_ozerki_b.jpg;До зарождения жизни;≈ 4,5 млрд лет;Липецкая область, Россия;Вес 141 г;Второй камень падения — та же порода того же астероида. До планеты это тело не доросло: его разбило столкновением, и обломки ушли к Земле. Озерки — метеорит, упавший в Липецкой области. Камни собрали сразу после падения, до первых дождей, — поэтому первичная кора плавления дошла нетронутой. Обычно такая кора разрушается за первые же сезоны под дождём и снегом. Здесь она цела — это и есть главная ценность образца.
R-0310;Бивень мамонта;Mammuthus primigenius;Мамонтовая фауна;Монументы;500000;RUB;in stock;В наличии;https://relictum.gallery/objects/0310-mammoth-tusk-a.html;https://relictum.gallery/shared/img/ph_mammoth_tusk_a.jpg;https://relictum.gallery/shared/img/int_ph_mammoth_tusk_a.jpg;https://relictum.gallery/shared/img/g_mammoth_tusk_a_260921110605.jpg;Плейстоцен;10–40 тыс лет;Якутия, Россия;38 см;Бивень мамонта — разросшийся резец, который рос всю жизнь зверя и откладывался слоями дентина. Двух одинаковых бивней не бывает: у каждого свой изгиб, тон и фактура. Возраст находки — от десяти до сорока тысяч лет. Бивень добыт так, как их добывают в Якутии и сегодня, — вручную, из обрывистых речных берегов, где мерзлота отпускает кость. Он сохранил природную патину: матовую, серо-бурую, с сеткой трещин вдоль наружной дуги.
R-0311;Бивень мамонта;Mammuthus primigenius;Мамонтовая фауна;Монументы;500000;RUB;in stock;В наличии;https://relictum.gallery/objects/0311-mammoth-tusk-b.html;https://relictum.gallery/shared/img/ph_mammoth_tusk_b.jpg;https://relictum.gallery/shared/img/int_ph_mammoth_tusk_b.jpg;https://relictum.gallery/shared/img/g_mammoth_tusk_b_260921110605.jpg;Плейстоцен;10–40 тыс лет;Якутия, Россия;42 см;Бивень мамонта — разросшийся резец, который рос всю жизнь зверя и откладывался слоями дентина. Двух одинаковых бивней не бывает: у каждого свой изгиб, тон и фактура. Возраст находки — от десяти до сорока тысяч лет. Цвет бивню даёт не порода, а грунт: минералы мерзлоты за тысячи лет пропитали дентин и увели его в почти чёрный тон с синевато-серым отливом. Поверхность плотная, глянцевая, дуга ровная по всей длине.
R-0312;Бивень мамонта;Mammuthus primigenius;Мамонтовая фауна;Монументы;500000;RUB;in stock;В наличии;https://relictum.gallery/objects/0312-mammoth-tusk-c.html;https://relictum.gallery/shared/img/ph_mammoth_tusk_c.jpg;https://relictum.gallery/shared/img/int_ph_mammoth_tusk_c.jpg;https://relictum.gallery/shared/img/g_mammoth_tusk_c_260921110606.jpg;Плейстоцен;10–40 тыс лет;Якутия, Россия;46 см;Бивень мамонта — разросшийся резец, который рос всю жизнь зверя и откладывался слоями дентина. Двух одинаковых бивней не бывает: у каждого свой изгиб, тон и фактура. Возраст находки — от десяти до сорока тысяч лет. Этот бивень взял из грунта тёплый тон: медово-янтарный по всей длине, с золотыми переливами вдоль слоёв дентина. Кончик тонкий и сходит на нет — значит, животное не сточило его о наст и грунт.
